index,State,Abbreviation,Average Daylight Hours,Binge Drinking Rate (%),Median Drinks per Binge,Top 25% Drinks per Binge,Median Binges per Month,Top 25% Binges per Month,Annual Deaths,Death Rate Increase (%),"Deaths per 10,000 Adults",Male Death Percentage (%),Chronic Death Percentage (%),Over 35 Death Percentage (%),Under 21 Death Percentage (%),Years of Life Lost,Economic Cost ($),Cost per Drink ($),city,country,description,location,state,state_abbrev,longitude,latitude,city_longitude,city_latitude,Audio Evidence,Image/Video Evidence,Haunted Places Witness Count,Time of Day,Apparition Type,Event Type,Daylight Duration,Haunted Places Date,Year,Deaths Caused by Drugs,Population,Crude Death Rate,phase,diameter,distance,distance_nearest_pow,church_count_2km,most_common_religion,entities_detected,TIME,PERSON,PRODUCT,NORP,CARDINAL,DATE,ORDINAL,MONEY,WORK_OF_ART,ORG,GPE,EVENT,FAC,QUANTITY,LOC,LAW,PERCENT,LANGUAGE,Generated Prompt,geoparser_data,Image Name,Caption,Extracted Captions,Fuzzy Avg Similarity,Semantic Avg Similarity,Classnames,ImagePath
6940,North Carolina,NC,11.11,15.8,5.4,7.0,1.8,4.6,4452,56.0,5.46,69.5,56.3,82.7,69.5,115831.0,7.034,2.85,Beaufort,United States,balls of light and blood stains that can't be washed away are observed here.,Hammock House,North Carolina,NC,-76.6650988,34.7171727,-76.6638186,34.7182174,False,True,4,night,Unknown,unknown,9:53,1/1/25,2025,Unknown,Unknown,Unknown,4.48,1891.4,378945,200.54858894889904,3.0,christian,[],,,,,,,,,,,,,,,,,,," a haunted Hammock House at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_6940.png,"{""captions"": [{""confidence"": 1.2995144697905474e-05, ""sentence"": ""a red brick building with a clock on it .""}, {""confidence"": 7.948732204789126e-06, ""sentence"": ""a red brick building with a clock on it""}, {""confidence"": 4.8534300749897085e-06, ""sentence"": ""a red brick building with a red roof""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 18, ""captioning"": 658, ""units"": ""ms""}}","['a red brick building with a clock on it .', 'a red brick building with a clock on it', 'a red brick building with a red roof']",35.0,0.523,"barn, boathouse, greenhouse, nursery, glasshouse, church, church building, picket fence, paling",Generated Image no description 1/image_6940.png
6960,North Carolina,NC,11.11,15.8,5.4,7.0,1.8,4.6,4452,56.0,5.46,69.5,56.3,82.7,69.5,115831.0,7.034,2.85,Charlotte,United States,Founders Hall - is haunted by a girl whose corpse was sold to the medical school here.,Founders College,North Carolina,NC,-80.8421901,35.2268495,-80.8431267,35.2270869,False,False,0,unknown,Unknown,accident with casualty,10:48,10/30/18,2018,Unknown,Unknown,Unknown,68.96,1932.0,370976,2036.580263350557,,,[],,,,,,,,,,,,,,,,,,," a haunted Founders College, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_6960.png,"{""captions"": [{""confidence"": 2.373890624572376e-05, ""sentence"": ""a large building with a clock on the wall .""}, {""confidence"": 1.7647516215437382e-05, ""sentence"": ""a large building with a clock on the wall""}, {""confidence"": 8.425019442496461e-06, ""sentence"": ""a large building with a clock on the front of it .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 17, ""captioning"": 658, ""units"": ""ms""}}","['a large building with a clock on the wall .', 'a large building with a clock on the wall', 'a large building with a clock on the front of it .']",39.67,0.595,"prayer rug, prayer mat, palace, prison, prison house",Generated Image no description 1/image_6960.png
6980,North Carolina,NC,11.11,15.8,5.4,7.0,1.8,4.6,4452,56.0,5.46,69.5,56.3,82.7,69.5,115831.0,7.034,2.85,Cullowhee,United States,8th Floor - In the early 1990's a young student hung herself in the East Wing. For many years the floor was shut off due to many occurrences with sightings of the young lady. Bathroom lights will turn on and off as well as doors opening and shutting. Water will run for no reason.,Scott Residence Hall,North Carolina,NC,-83.1849545,35.3094939,-83.1765333,35.3137111,False,True,10,night,Unknown,accident with casualty,9:50,1/1/90,1990,Unknown,Unknown,Unknown,6.81,1876.6,381921,2396.5995376036017,,,"[('8th', 'ORDINAL'), (""the early 1990's"", 'DATE'), ('the East Wing', 'LOC'), ('many years', 'DATE')]",,,,,,"the early 1990's, many years",8th,,,,,,,,the East Wing,,,," a haunted Scott Residence Hall at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_6980.png,"{""captions"": [{""confidence"": 6.0236004321204565e-05, ""sentence"": ""a large building with a clock on the top of it .""}, {""confidence"": 4.718677070270601e-05, ""sentence"": ""a large building with a clock on the front of it .""}, {""confidence"": 3.225721821291962e-05, ""sentence"": ""a large building with a clock tower in the middle of it .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 19, ""captioning"": 661, ""units"": ""ms""}}","['a large building with a clock on the top of it .', 'a large building with a clock on the front of it .', 'a large building with a clock tower in the middle of it .']",24.0,0.674,"prison, prison house, monastery, palace",Generated Image no description 1/image_6980.png
7000,North Carolina,NC,11.11,15.8,5.4,7.0,1.8,4.6,4452,56.0,5.46,69.5,56.3,82.7,69.5,115831.0,7.034,2.85,Findlay,United States,"College students and teachers reported seeing a child's face appearing upstairs windows after the center is closed, lights turning on themselves when the teachers lock up the place, cold spots on second floor, door closing by themselves in storage room, child's giggles can be heard, food mysteriously appeared after everyone claimed they never ""made it"", sometimes it'll disappeared. This place was said to be haunted by 2 young girls who died upstairs due to carbon monoxide poisoning or fire. These activities seems to increase in Spring time, between March-May.",Owens Community College Child Care Center,North Carolina,NC,-83.621101,41.0775371,-79.0765736,35.7986698,True,True,2,unknown,Child Ghost,accident with casualty,9:17,1/1/25,2025,Unknown,Unknown,Unknown,1.47,1877.5,381744,3243.584270504062,,,"[('second', 'ORDINAL'), ('2', 'CARDINAL'), ('Spring', 'DATE'), ('March-May', 'DATE')]",,,,,2,"Spring, March-May",second,,,,,,,,,,,,"Child floating figure appearing at  a haunted Owens Community College Child Care Center, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.","{'Hot Spring County': {'Latitude': '34.31763', 'Longitude': '-92.94601'}}",image_7000.png,"{""captions"": [{""confidence"": 0.00016765097251719797, ""sentence"": ""a bathroom with a sink and a toilet""}, {""confidence"": 0.00016709777112070703, ""sentence"": ""a bathroom with a toilet and a sink""}, {""confidence"": 9.827574985368127e-05, ""sentence"": ""a bathroom with a toilet and a sink .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 17, ""captioning"": 645, ""units"": ""ms""}}","['a bathroom with a sink and a toilet', 'a bathroom with a toilet and a sink', 'a bathroom with a toilet and a sink .']",11.33,0.567,"prison, prison house, sliding door, shoji",Generated Image no description 3/image_7000.png
7020,North Carolina,NC,11.11,15.8,5.4,7.0,1.8,4.6,4452,56.0,5.46,69.5,56.3,82.7,69.5,115831.0,7.034,2.85,Jacksonville,United States,One of the small wooden green hooches is rumored to be haunted. A Marine on fire-watch ran out of the hooch screaming he saw a ghost of a small child leaning over another Marine who as asleep on the floor. The Marine contacted his instructors and refused to go back in there.,Camp Devil Dog,North Carolina,NC,-77.453704,34.6883529,-77.4302414,34.7540524,True,True,1,night,Child Ghost,accident,9:53,1/1/25,2025,Unknown,Unknown,Unknown,4.48,1891.4,378945,3006.941937649953,,,"[('One', 'CARDINAL'), ('Marine', 'NORP'), ('Marine', 'NORP'), ('Marine', 'ORG')]",,,,"Marine, Marine",One,,,,,Marine,,,,,,,,,"Child floating figure appearing at  a haunted Camp Devil Dog at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_7020.png,"{""captions"": [{""confidence"": 0.0005551909387548711, ""sentence"": ""a black and white photo of a fire hydrant""}, {""confidence"": 0.000394821398352289, ""sentence"": ""a black and white photo of a fire hydrant .""}, {""confidence"": 6.0063258064618825e-05, ""sentence"": ""a black and white photo of a person on a horse""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 18, ""captioning"": 658, ""units"": ""ms""}}","['a black and white photo of a fire hydrant', 'a black and white photo of a fire hydrant .', 'a black and white photo of a person on a horse']",21.67,0.5733,"cowboy hat, ten-gallon hat",Generated Image no description 3/image_7020.png
7040,North Carolina,NC,11.11,15.8,5.4,7.0,1.8,4.6,4452,56.0,5.46,69.5,56.3,82.7,69.5,115831.0,7.034,2.85,Lincolnton,United States,Boger City - Strange noises coming from the woods behind an old church.,Lincoln County,North Carolina,NC,-81.2545251,35.473745,-81.2545251,35.473745,True,False,5,night,Unknown,unknown,9:49,1/1/25,2025,Unknown,Unknown,Unknown,4.48,1891.4,378945,81.98843463052147,13.0,christian,"[('Boger City - Strange', 'GPE')]",,,,,,,,,,,Boger City - Strange,,,,,,,," a haunted Lincoln County at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_7040.png,"{""captions"": [{""confidence"": 4.381511700943212e-05, ""sentence"": ""a church with a steeple and a clock tower .""}, {""confidence"": 1.548331615306182e-05, ""sentence"": ""a church with a clock tower in the middle of it .""}, {""confidence"": 9.104576350404639e-06, ""sentence"": ""a church with a steeple and a clock tower""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 16, ""captioning"": 650, ""units"": ""ms""}}","['a church with a steeple and a clock tower .', 'a church with a clock tower in the middle of it .', 'a church with a steeple and a clock tower']",35.67,0.6571,"church, church building, beacon, lighthouse, beacon light, pharos, dome, barn, monastery",Generated Image no description 3/image_7040.png
7080,North Carolina,NC,11.11,15.8,5.4,7.0,1.8,4.6,4452,56.0,5.46,69.5,56.3,82.7,69.5,115831.0,7.034,2.85,Pollocksville,United States,Back in the 1800s slaves used to be chained around the ankles in the attic and it is said that at night you can hear the cries of the slaves. It is also said that every time the stairs are painted the blood from the slaves that has dripped down the stairs seeps through the fresh new paint job.,Foscue Plantation,North Carolina,NC,-77.209002,35.039685,-77.2210654,35.0059914,True,False,5,night,Spooky Sounds,accident with casualty,9:51,01/01/1800,1800,Unknown,Unknown,Unknown,6.81,1876.6,381921,5061.703961432696,,,"[('the 1800s', 'DATE'), ('night', 'TIME')]",night,,,,,the 1800s,,,,,,,,,,,,,"Spooky Sounds appearing at  a haunted Foscue Plantation at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_7080.png,"{""captions"": [{""confidence"": 2.5192514288553403e-05, ""sentence"": ""a black and white photo of a building with a clock tower .""}, {""confidence"": 1.6457668138321337e-05, ""sentence"": ""a black and white photo of a building with a clock tower""}, {""confidence"": 1.3926963565242451e-05, ""sentence"": ""a black and white photo of a church with a clock tower .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 19, ""captioning"": 640, ""units"": ""ms""}}","['a black and white photo of a building with a clock tower .', 'a black and white photo of a building with a clock tower', 'a black and white photo of a church with a clock tower .']",24.67,0.5842,"church, church building, barn, picket fence, paling, worm fence, snake fence, snake-rail fence, Virginia fence",Generated Image no description 3/image_7080.png
7100,North Carolina,NC,11.11,15.8,5.4,7.0,1.8,4.6,4452,56.0,5.46,69.5,56.3,82.7,69.5,115831.0,7.034,2.85,Snow Hill,United States,"It is said that back in the 1800's a young girl and guy was in love, and the girl died of a disease. Then about 2 years later the young man died of a broken heart. The graves are unmarked. It is said that if you run around the church 10 times you will see the girl on her knees in front of that guy’s grave crying, and the young man standing behind her. If the young man sees you he will chase you and he can run just as fast and just as slow as you. No one has been brave enough to find out.",St. Barnivus,North Carolina,NC,-77.6825783,35.4477221,-77.6810859,35.4515504,False,True,0,unknown,Male Ghost,accident with casualty,11:24,03/01/1803,1803,Unknown,Unknown,Unknown,13.36,1802.7,397592,2022.068181299281,,,"[('1800', 'DATE'), ('about 2 years later', 'DATE'), ('10', 'CARDINAL')]",,,,,10,"1800, about 2 years later",,,,,,,,,,,,,"Male floating figure appearing at  a haunted St. Barnivus, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_7100.png,"{""captions"": [{""confidence"": 0.0002027582797709966, ""sentence"": ""a black and white photo of a man and a woman""}, {""confidence"": 0.00013488161598276146, ""sentence"": ""a black and white photo of a man in a suit""}, {""confidence"": 0.00010016073809327396, ""sentence"": ""a black and white photo of a man and a woman .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 18, ""captioning"": 649, ""units"": ""ms""}}","['a black and white photo of a man and a woman', 'a black and white photo of a man in a suit', 'a black and white photo of a man and a woman .']",15.33,0.5918,"prison, prison house",Generated Image no description 3/image_7100.png
7120,North Carolina,NC,11.11,15.8,5.4,7.0,1.8,4.6,4452,56.0,5.46,69.5,56.3,82.7,69.5,115831.0,7.034,2.85,Wilkesboro,United States,"The Old Wilkes Jail Museum is seeped with interesting history. Tom Dula (better known as Tom Dooley in the south) was kept here when accused of murdering Laura Foster. The building is located just a few feet from the Robert Cleveland Log Home. The old jail is said to be haunted by many spirits. The sounds of fighting can be heard in the men's quarters, a portrait is said to ""wink"" at young school age girls, and other odd things are said to happen. Paranormal investigation teams have investigated the jail and have found evidence of hauntings.",Old Wilkes Jail Museum,North Carolina,NC,-81.1487692,36.1406192,-81.1606401,36.1459649,True,True,10,unknown,Ghost,murder,14:20,7/18/02,2002,647,8326201,7.7707,92.19,1810.0,395989,1181.2706073953652,5.0,christian,"[('The Old Wilkes Jail Museum', 'ORG'), ('Tom Dula', 'PERSON'), ('Tom Dooley', 'PERSON'), ('Laura Foster', 'PERSON'), ('a few feet', 'QUANTITY'), ('the Robert Cleveland Log Home', 'ORG')]",,"Tom Dula, Tom Dooley, Laura Foster",,,,,,,,"The Old Wilkes Jail Museum, the Robert Cleveland Log Home",,,,a few feet,,,,,"Floating human figure appearing at  a haunted Old Wilkes Jail Museum, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_7120.png,"{""captions"": [{""confidence"": 9.013530143689422e-05, ""sentence"": ""a man in a suit and tie standing in front of a window .""}, {""confidence"": 8.65512186776903e-05, ""sentence"": ""a man in a suit and tie standing in a doorway .""}, {""confidence"": 5.308304509098069e-05, ""sentence"": ""a man in a suit and tie standing in a room .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 20, ""captioning"": 649, ""units"": ""ms""}}","['a man in a suit and tie standing in front of a window .', 'a man in a suit and tie standing in a doorway .', 'a man in a suit and tie standing in a room .']",15.67,0.5265,"fur coat, fountain, cloak, trench coat",Generated Image no description 2/image_7120.png
7140,North Dakota,ND,10.6,22.7,5.9,9.4,1.8,4.2,347,58.2,5.85,70.3,62.2,82.1,70.3,8898.0,487.6,1.89,Belcourt,United States,"It has been said that a long time ago a fire was at the school  and a couple of people had died there ,kids have said to have said to have seen a man dressed really old clothes holding his hat down and looking at the ground in a shocked sort of way, also people have said to have turned the lights off while going to the bath room and when they were done they found the lights back on and they never heard anything.",Belcourt School,North Dakota,ND,-99.7858678,48.8069997,-99.7448689,48.8391712,False,True,5,night,Male Ghost,fire,8:21,1/1/25,2025,Unknown,Unknown,Unknown,4.48,1891.4,378945,32538.535608352653,,,"[('a long time ago', 'DATE')]",,,,,,a long time ago,,,,,,,,,,,,,"Male floating figure appearing at  a haunted Belcourt School at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_7140.png,"{""captions"": [{""confidence"": 0.0005350933573688087, ""sentence"": ""a black and white photo of a kitchen""}, {""confidence"": 0.0002137173467710286, ""sentence"": ""a black and white photo of a building""}, {""confidence"": 0.00010110346200377258, ""sentence"": ""a black and white photo of a kitchen with a window""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 17, ""captioning"": 653, ""units"": ""ms""}}","['a black and white photo of a kitchen', 'a black and white photo of a building', 'a black and white photo of a kitchen with a window']",16.33,0.572,"chain, hook, claw, prison, prison house, bannister, banister, balustrade, balusters, handrail, sliding door",Generated Image no description 2/image_7140.png
7160,North Dakota,ND,10.6,22.7,5.9,9.4,1.8,4.2,347,58.2,5.85,70.3,62.2,82.1,70.3,8898.0,487.6,1.89,Fort Yates,United States,"There is an old white building the government now uses as a storage area for facility management, when you walk by this building at night you can see someone looking at you out the barred windows. I was told by my grandmother is once was a jail in the early 1900's. My friends and I were walking around one night and seen it for our self, shadows and profile outlines of people like things looking out at us, I never realized I could run so fast.",OLD GOVERNMENT JAIL,North Dakota,ND,-100.6300842,46.0940039,-100.6301271,46.0869408,False,True,3,night,Unknown,accident,8:42,1/1/00,2000,14,642200,2.18,6.81,1876.6,381921,20536.43052906753,,,"[('night', 'TIME'), (""the early 1900's"", 'DATE'), ('around one night', 'TIME')]","night, around one night",,,,,the early 1900's,,,,,,,,,,,,," a haunted OLD GOVERNMENT JAIL at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_7160.png,"{""captions"": [{""confidence"": 0.00045982177818899546, ""sentence"": ""a black and white photo of a building""}, {""confidence"": 8.277101980701696e-05, ""sentence"": ""a black and white photo of a building with a window""}, {""confidence"": 5.5888242879536386e-05, ""sentence"": ""a black and white photo of a kitchen with a window""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 19, ""captioning"": 658, ""units"": ""ms""}}","['a black and white photo of a building', 'a black and white photo of a building with a window', 'a black and white photo of a kitchen with a window']",16.33,0.6995,"prison, prison house",Generated Image no description 2/image_7160.png
7180,North Dakota,ND,10.6,22.7,5.9,9.4,1.8,4.2,347,58.2,5.85,70.3,62.2,82.1,70.3,8898.0,487.6,1.89,Mandaree,United States,"Some say that in the girls locker room you can hear voices and see people. Also basketballs bouncing around in the gym, people walking around, voices and other odd things. Plus all around Mandaree it is haunted with witches, spirits and little people.",Mandaree Public School,North Dakota,ND,-102.6757778,47.7274311,-102.6760243,47.729179,True,True,5,unknown,Ghost,supernatural,8:30,1/1/25,2025,Unknown,Unknown,Unknown,1.47,1877.5,381744,21416.64951578106,,,"[('Mandaree', 'ORG')]",,,,,,,,,,Mandaree,,,,,,,,,"Floating human figure appearing at  a haunted Mandaree Public School, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_7180.png,"{""captions"": [{""confidence"": 0.00018501102024671412, ""sentence"": ""a woman walking down a sidewalk next to a building .""}, {""confidence"": 0.00012509529648729062, ""sentence"": ""a woman walking down the street with a suitcase .""}, {""confidence"": 8.356588154900232e-05, ""sentence"": ""a woman walking down the street with a suitcase""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 18, ""captioning"": 701, ""units"": ""ms""}}","['a woman walking down a sidewalk next to a building .', 'a woman walking down the street with a suitcase .', 'a woman walking down the street with a suitcase']",27.0,0.52,"cloak, vestment, vault, scale, weighing machine",Generated Image no description 1/image_7180.png
7200,Ohio,OH,10.91,17.2,5.7,8.2,1.9,4.4,5739,56.1,6.24,54.8,54.8,83.0,54.8,151736.0,8.52,2.84,Akron,United States,"Cry Baby Bridge - There is a bride over in Norton That has been the talk of Akron for a haunting for years. The story is that a lady was pregnant and had her baby in the Lodge house next to the bridge. The woman didn't want her baby so she threw it over the bride into the creek at midnight. The story is \, if you go to the bridge at 12, then you can here the baby cry and watch the lady throw the baby into the creek. There is a rumor that some type of animal guards the creek and it is said to be bigger than a man.",Norton,Ohio,OH,-81.4722732,41.0644679,-81.5190053,41.0814447,True,True,5,night,Unknown,murder,15:03,7/4/22,2022,Unknown,Unknown,Unknown,28.1,1814.6,394973,334.45578505214104,16.0,christian,"[('Norton', 'ORG'), ('Akron', 'ORG'), ('years', 'DATE'), ('Lodge', 'PERSON'), ('midnight', 'TIME'), ('12', 'CARDINAL')]",midnight,Lodge,,,12,years,,,,"Norton, Akron",,,,,,,,," a haunted Norton at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.","{'City of Akron': {'Latitude': '41.08014', 'Longitude': '-81.52192'}}",image_7200.png,"{""captions"": [{""confidence"": 0.0005585772369322069, ""sentence"": ""a black and white photo of a bathroom""}, {""confidence"": 0.00016160741494376178, ""sentence"": ""a black and white photo of a room with a window""}, {""confidence"": 0.00011157815196441116, ""sentence"": ""a black and white photo of a room with a window .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 17, ""captioning"": 649, ""units"": ""ms""}}","['a black and white photo of a bathroom', 'a black and white photo of a room with a window', 'a black and white photo of a room with a window .']",14.0,0.5826,"prison, prison house, sliding door, radiator, spotlight, spot, bannister, banister, balustrade, balusters, handrail",Generated Image no description 1/image_7200.png
7220,Ohio,OH,10.91,17.2,5.7,8.2,1.9,4.4,5739,56.1,6.24,54.8,54.8,83.0,54.8,151736.0,8.52,2.84,Aurua,United States,"formerly Six Flags Worlds of Adventure - One day a little boy went on the ride ""Superman"" and he was too small. While on the ride he flew out of his seat and landed on his head. He died shortly after. Some say if you sit in seat 2 in the last row at 5:26 PM you can hear the screaming and the thud of the little boy's head hitting the pavement. - March 2004 additional info/correction: there has never been a boy who has died on the superman ride. although the submitter to the correction do belives the park is haunted. one ride is called the Hay Bayler is frequently visited by a ghosts and there are other areas of the park that are haunted. their have only been 2 deaths sence the park changed the name from geauga lake to six flags. one of the deaths was a girl who had drown in the wave pool. the other was a girl who worked there. she was on the batman ride,(she wasnt riding it, but she was working on something) and she fell. - June 2008 Update: They have closed down the ride side of the park and is now just a warterpark.",Cedar Fair Inc.,Ohio,OH,-82.6826817,41.4826819,-81.3453858,41.3175549,True,False,2,unknown,Child Ghost,accident with casualty,14:59,6/1/08,2008,1733,11515391,15.0494,0.82,1812.0,395552,4891.333872844908,,,"[('Six', 'CARDINAL'), ('Superman', 'WORK_OF_ART'), ('2', 'CARDINAL'), ('the last row', 'DATE'), ('5:26 PM', 'TIME'), ('March 2004', 'DATE'), ('one', 'CARDINAL'), ('the Hay Bayler', 'FAC'), ('2', 'CARDINAL'), ('geauga', 'GPE'), ('six', 'CARDINAL'), ('one', 'CARDINAL'), ('ride,(she', 'PERSON'), ('June 2008', 'DATE')]",5:26 PM,"ride,(she",,,"Six, 2, one, 2, six, one","the last row, March 2004, June 2008",,,Superman,,geauga,,the Hay Bayler,,,,,,"Child floating figure appearing at  a haunted Cedar Fair Inc., creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_7220.png,"{""captions"": [{""confidence"": 0.0001254619798807183, ""sentence"": ""a black and white bird sitting on a wooden bench .""}, {""confidence"": 0.0001205240454906188, ""sentence"": ""a black and white bird sitting on top of a wooden bench .""}, {""confidence"": 4.120211542350163e-05, ""sentence"": ""a bird sitting on a wooden bench in a garden .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 20, ""captioning"": 648, ""units"": ""ms""}}","['a black and white bird sitting on a wooden bench .', 'a black and white bird sitting on top of a wooden bench .', 'a bird sitting on a wooden bench in a garden .']",9.33,0.516,"birdhouse, soccer ball, picket fence, paling, church, church building",Generated Image no description 1/image_7220.png
7240,Ohio,OH,10.91,17.2,5.7,8.2,1.9,4.4,5739,56.1,6.24,54.8,54.8,83.0,54.8,151736.0,8.52,2.84,Brooklyn,United States,Dark Room - Many students that have the photography class here at Brooklyn High School say that when the go in the room to develop film that they hear noises and it feels like there's someone in the room with them. They report hearing laughing and giggling. Also they hear a young (child boy or girl) crying.,Brooklyn High School,Ohio,OH,-81.7499083,41.4305769,-81.7512107,41.4301349,True,False,10,unknown,Spooky Sounds,unknown,9:15,1/1/25,2025,Unknown,Unknown,Unknown,1.47,1877.5,381744,1568.277556855379,1.0,christian,"[('Dark Room - Many', 'PERSON'), ('Brooklyn High School', 'ORG')]",,Dark Room - Many,,,,,,,,Brooklyn High School,,,,,,,,,"Spooky Sounds appearing at  a haunted Brooklyn High School, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.","{'Brooklyn': {'Latitude': '40.6501', 'Longitude': '-73.94958'}}",image_7240.png,"{""captions"": [{""confidence"": 2.4815966741119474e-05, ""sentence"": ""a black and white photo of a man standing in a doorway""}, {""confidence"": 2.0914671407403595e-05, ""sentence"": ""a black and white photo of a man in a suit""}, {""confidence"": 1.703764426152139e-05, ""sentence"": ""a black and white photo of a man standing in a doorway .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 18, ""captioning"": 656, ""units"": ""ms""}}","['a black and white photo of a man standing in a doorway', 'a black and white photo of a man in a suit', 'a black and white photo of a man standing in a doorway .']",23.0,0.6032,"prison, prison house, shoji, sliding door",Generated Image no description 1/image_7240.png
7260,Ohio,OH,10.91,17.2,5.7,8.2,1.9,4.4,5739,56.1,6.24,54.8,54.8,83.0,54.8,151736.0,8.52,2.84,Champaign County,United States,"The road to Cedar Bog is enclosed on both sides by a very tall chain link fence. Some say that this is here to protect visitors from a big foot type of creature that killed a few people many years ago. Others say that it was put up to prevent deer from wondering into the road. Either way, at night some have heard screams and reported an eerie feeling, as if being watched.",Cedar Bog- formerly listed in Clark County,Ohio,OH,-83.796136,40.0578067,-83.804868,40.1025817,True,False,5,night,Ghost,accident with casualty,9:24,1/1/25,2025,Unknown,Unknown,Unknown,4.48,1891.4,378945,4602.0770191388265,,,"[('Cedar Bog', 'PERSON'), ('many years ago', 'DATE'), ('night', 'TIME')]",night,Cedar Bog,,,,many years ago,,,,,,,,,,,,,"Floating human figure appearing at  a haunted Cedar Bog- formerly listed in Clark County at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_7260.png,"{""captions"": [{""confidence"": 4.209030762012715e-06, ""sentence"": ""a person standing in front of a tree in a forest .""}, {""confidence"": 3.3415759670374847e-06, ""sentence"": ""a person standing in front of a tree in a park .""}, {""confidence"": 6.735981140757863e-07, ""sentence"": ""a person standing in front of a tree in a park""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 20, ""captioning"": 652, ""units"": ""ms""}}","['a person standing in front of a tree in a forest .', 'a person standing in front of a tree in a park .', 'a person standing in front of a tree in a park']",20.0,0.6314,"punching bag, punch bag, punching ball, punchball, microphone, mike, tripod, loudspeaker, speaker, speaker unit, loudspeaker system, speaker system, megalith, megalithic structure",Generated Image no description 1/image_7260.png
7280,Ohio,OH,10.91,17.2,5.7,8.2,1.9,4.4,5739,56.1,6.24,54.8,54.8,83.0,54.8,151736.0,8.52,2.84,Cincinnati,United States,A ghost named Amy haunts this road. Amy was murdered by her boyfriend. If you go down to the dead end of the road you can hear screams.,Lick Road,Ohio,OH,-84.6035151,39.3050939,-84.5120196,39.1031182,True,False,0,night,Ghost,murder,10:20,11/6/11,2011,2025,11544951,17.5401,86.42,1769.5,405033,3365.8724914322693,,,"[('Amy', 'PERSON'), ('Amy', 'PERSON')]",,"Amy, Amy",,,,,,,,,,,,,,,,,"Floating human figure appearing at  a haunted Lick Road at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_7280.png,"{""captions"": [{""confidence"": 0.00016112388697303302, ""sentence"": ""a fire hydrant in the middle of a forest .""}, {""confidence"": 0.00012235618942231895, ""sentence"": ""a fire hydrant in the middle of the woods .""}, {""confidence"": 9.052658992916846e-05, ""sentence"": ""a fire hydrant in the middle of a field .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 16, ""captioning"": 656, ""units"": ""ms""}}","['a fire hydrant in the middle of a forest .', 'a fire hydrant in the middle of the woods .', 'a fire hydrant in the middle of a field .']",34.67,0.5554,"parking meter, cloak, fountain, tripod, geyser",Generated Image no description 1/image_7280.png
